13:14:8|11|cl|H3605
13:14:8|12|flwtim|H6430
13:14:8|13|lbqw|H1245
13:14:8|14|et|H853
13:14:8|15|dvid|H1732
13:14:8|16|viwma|H8085
13:14:8|17|dvid|H1732
13:14:8|18|vize|H3318
13:14:8|19|lfnihm|H6440
13:14:9|1|vflwtim|H6430
13:14:9|2|bev|H935
13:14:9|3|vifwpv|H6584
13:14:9|4|bamq|H6010
13:14:9|5|rfeim|H7497
13:14:10|1|viwel|H7592
13:14:10|2|dvid|H1732
13:14:10|3|belhim|H430
13:14:10|4|lemr|H559
13:14:10|5|healh|H5927
13:14:10|6|al|H5921
13:14:10|7|flwtiim|HUNK
13:14:10|8|_|HUNK
13:14:10|9|flwtim|H6430
13:14:10|10|_|HUNK
13:14:10|11|vnttm|H5414
13:14:10|12|bidi|H3027
13:14:10|13|viemr|H559
13:14:10|14|lv|Hl
13:14:10|15|ihvh|H3068
13:14:10|16|alh|H5927
13:14:10|17|vnttim|H5414
13:14:10|18|bidc|H3027
13:14:11|1|vialv|H5927
13:14:11|2|bbal|H1188
13:14:11|3|frzim|H1188
13:14:11|4|vicm|H5221
13:14:11|5|wm|H8033
13:14:11|6|dvid|H1732
13:14:11|7|viemr|H559
13:14:11|8|dvid|H1732
13:14:11|9|frz|H6555
13:14:11|10|helhim|H430
13:14:11|11|et|H853
13:14:11|12|evibi|H341
13:14:11|13|bidi|H3027
13:14:11|14|cfrz|H6556
13:14:11|15|mim|H4325
13:14:11|16|al|H5921
13:14:11|17|cn|H3651
13:14:11|18|qrev|H7121
13:14:11|19|wm|H8034
13:14:11|20|hmqvm|H4725
13:14:11|21|hhve|H1931
13:14:11|22|bal|H1188
13:14:11|23|frzim|H1188
13:14:12|1|viaxbv|H5800
13:14:12|2|wm|H8033
13:14:12|3|et|H853
13:14:12|4|elhihm|H430
13:14:12|5|viemr|H559
13:14:12|6|dvid|H1732
13:14:12|7|viwrfv|H8313
13:14:12|8|bew|H784
13:14:12|9|f|HUNK
13:14:13|1|visifv|H3254
13:14:13|2|avd|H5750
13:14:13|3|flwtim|H6430
13:14:13|4|vifwpv|H6584
13:14:13|5|bamq|H6010
13:14:14|1|viwel|H7592
13:14:14|2|avd|H5750
13:14:14|3|dvid|H1732
13:14:14|4|belhim|H430
13:14:14|5|viemr|H559
13:14:14|6|lv|Hl
13:14:14|7|helhim|H430
13:14:14|8|le|H3808
13:14:14|9|talh|H5927
13:14:14|10|ekrihm|H310
13:14:14|11|hsb|H5437
13:14:14|12|malihm|H5921
13:14:14|13|vbet|H935
13:14:14|14|lhm|H1992
13:14:14|15|mmvl|H4136
13:14:14|16|hbceim|H1057
13:14:15|1|vihi|H1961
13:14:15|2|cwmac|H8085
13:14:15|3|et|H853
13:14:15|4|qvl|H6963
13:14:15|5|hzadh|H6807
13:14:15|6|brewi|H7218
13:14:15|7|hbceim|H1057
13:14:15|8|ex|H227
13:14:15|9|tze|H3318
13:14:15|10|bmlkmh|H4421
13:14:15|11|ci|H3588
13:14:15|12|ize|H3318
13:14:15|13|helhim|H430
13:14:15|14|lfnic|H6440
13:14:15|15|lhcvt|H5221
13:14:15|16|et|H853
13:14:15|17|mknh|H4264
13:14:15|18|flwtim|H6430
13:14:16|1|viaw|H6213
13:14:16|2|dvid|H1732
13:14:16|3|cewr|H834
13:14:16|4|zvhv|H6680
13:14:16|5|helhim|H430
13:14:16|6|vicv|H5221
13:14:16|7|et|H853
13:14:16|8|mknh|H4264
13:14:16|9|flwtim|H6430
13:14:16|10|mgbavn|H1391
13:14:16|11|vad|H5704
13:14:16|12|gxrh|H1507
13:14:17|1|vize|H3318
13:14:17|2|wm|H8034
13:14:17|3|dvid|H1732
13:14:17|4|bcl|H3605
13:14:17|5|herzvt|H776
13:14:17|6|vihvh|H3068
13:14:17|7|ntn|H5414
13:14:17|8|et|H853
13:14:17|9|fkdv|H6343
13:14:17|10|al|H5921
13:14:17|11|cl|H3605
13:14:17|12|hgvim|H1471
13:15:1|1|viaw|H6213
13:15:1|2|lv|Hl
13:15:1|3|btim|H1004
13:15:1|4|bair|H5892
13:15:1|5|dvid|H1732
13:15:1|6|vicn|H3559
13:15:1|7|mqvm|H4725
13:15:1|8|lervn|H727
13:15:1|9|helhim|H430
13:15:1|10|vip|H5186
13:15:1|11|lv|Hl
13:15:1|12|ehl|H168
13:15:2|1|ex|H227
13:15:2|2|emr|H559
13:15:2|3|dvid|H1732
13:15:2|4|le|H3808
13:15:2|5|lwet|H5375
13:15:2|6|et|H853
13:15:2|7|ervn|H727
13:15:2|8|helhim|H430
13:15:2|9|ci|H3588
13:15:2|10|em|H518
13:15:2|11|hlvim|H3881
13:15:2|12|ci|H3588
13:15:2|13|bm|HUNK
13:15:2|14|bkr|H977
13:15:2|15|ihvh|H3068
13:15:2|16|lwet|H5375
13:15:2|17|et|H853
13:15:2|18|ervn|H727
13:15:2|19|ihvh|H3068
13:15:2|20|vlwrtv|H8334
13:15:2|21|ad|H5704
13:15:2|22|avlm|H5769
13:15:2|23|s|HUNK
13:15:3|1|viqhl|H6950
13:15:3|2|dvid|H1732
13:15:3|3|et|H853
13:15:3|4|cl|H3605
13:15:3|5|iwrel|H3478
13:15:3|6|el|H413
13:15:3|7|irvwlm|H3389
13:15:3|8|lhalvt|H5927
13:15:3|9|et|H853
13:15:3|10|ervn|H727
13:15:3|11|ihvh|H3068
13:15:3|12|el|H413
13:15:3|13|mqvmv|H4725
13:15:3|14|ewr|H834
13:15:3|15|hcin|H3559
13:15:3|16|lv|Hl
13:15:4|1|viesf|H622
13:15:4|2|dvid|H1732
13:15:4|3|et|H853
13:15:4|4|bni|H1121
13:15:4|5|ehrn|H175
13:15:4|6|vet|H853
13:15:4|7|hlvim|H3881
13:15:5|1|lbni|H1121
13:15:5|2|qht|H6955
13:15:5|3|evriel|H222
13:15:5|4|hwr|H8269
13:15:5|5|vekiv|H251
13:15:5|6|meh|H3967
13:15:5|7|vawrim|H6242
13:15:5|8|s|HUNK
13:15:6|1|lbni|H1121
13:15:6|2|mrri|H4847
13:15:6|3|awih|H6222
13:15:6|4|hwr|H8269
13:15:6|5|vekiv|H251
13:15:6|6|metim|H3967
13:15:6|7|vawrim|H6242
13:15:6|8|s|HUNK
13:15:7|1|lbni|H1121
13:15:7|2|grwvm|H1648
13:15:7|3|ivel|H3100
13:15:7|4|hwr|H8269
13:15:7|5|vekiv|H251
13:15:7|6|meh|H3967
13:15:7|7|vwlwim|H7970
13:15:7|8|s|HUNK
13:15:8|1|lbni|H1121
13:15:8|2|elizfn|H469
13:15:8|3|wmaih|H8098
13:15:8|4|hwr|H8269
13:15:8|5|vekiv|H251
13:15:8|6|metim|H3967
13:15:8|7|s|HUNK
13:15:9|1|lbni|H1121
13:15:9|2|kbrvn|H2275
13:15:9|3|eliel|H447
13:15:9|4|hwr|H8269
13:15:9|5|vekiv|H251
13:15:9|6|wmvnim|H8084
13:15:9|7|s|HUNK
13:15:10|1|lbni|H1121
13:15:10|2|axiel|H5816
13:15:10|3|amindb|H5992
13:15:10|4|hwr|H8269
13:15:10|5|vekiv|H251
13:15:10|6|meh|H3967
13:15:10|7|vwnim|H8147
13:15:10|8|awr|H6240
13:15:10|9|s|HUNK
13:15:11|1|viqre|H7121
13:15:11|2|dvid|H1732
13:15:11|3|lzdvq|H6659
13:15:11|4|vlebitr|H54
13:15:11|5|hchnim|H3548
13:15:11|6|vllvim|H3881
13:15:11|7|levriel|H222
13:15:11|8|awih|H6222
13:15:11|9|vivel|H3100
13:15:11|10|wmaih|H8098
13:15:11|11|veliel|H447
13:15:11|12|vamindb|H5992
13:15:12|1|viemr|H559
13:15:12|2|lhm|Hl
13:15:12|3|etm|H859
13:15:12|4|rewi|H7218
13:15:12|5|hebvt|H1
13:15:12|6|llvim|H3881
13:15:12|7|htqdwv|H6942
13:15:12|8|etm|H859
13:15:12|9|vekicm|H251
13:15:12|10|vhalitm|H5927
13:15:12|11|et|H853
13:15:12|12|ervn|H727
13:15:12|13|ihvh|H3068
13:15:12|14|elhi|H430
13:15:12|15|iwrel|H3478
13:15:12|16|el|H413
13:15:12|17|hcinvti|H3559
13:15:12|18|lv|Hl
13:15:13|1|ci|H3588
13:15:13|2|lmbrewvnh|H7223
13:15:13|3|le|H3808
13:15:13|4|etm|H859
13:15:13|5|frz|H6555
13:15:13|6|ihvh|H3068
13:15:13|7|elhinv|H430
13:15:13|8|bnv|Hb
13:15:13|9|ci|H3588
13:15:13|10|le|H3808
13:15:13|11|drwnhv|H1875
13:15:13|12|cmwfp|H4941
13:15:14|1|vitqdwv|H6942
13:15:14|2|hchnim|H3548
13:15:14|3|vhlvim|H3881
13:15:14|4|lhalvt|H5927
13:15:14|5|et|H853
13:15:14|6|ervn|H727
13:15:14|7|ihvh|H3068
13:15:14|8|elhi|H430
13:15:14|9|iwrel|H3478
13:15:15|1|viwev|H5375
13:15:15|2|bni|H1121
13:15:15|3|hlvim|H3881
13:15:15|4|et|H853
13:15:15|5|ervn|H727
13:15:15|6|helhim|H430
13:15:15|7|cewr|H834
13:15:15|8|zvh|H6680
13:15:15|9|mwh|H4872
13:15:15|10|cdbr|H1697
13:15:15|11|ihvh|H3068
13:15:15|12|bctfm|H3802
13:15:15|13|bmpvt|H4133
13:15:15|14|alihm|H5921
13:15:15|15|f|HUNK
13:15:16|1|viemr|H559
13:15:16|2|dvid|H1732
13:15:16|3|lwri|H8269
13:15:16|4|hlvim|H3881
13:15:16|5|lhamid|H5975
13:15:16|6|et|H853
13:15:16|7|ekihm|H251
13:15:16|8|hmwrrim|H7891
13:15:16|9|bcli|H3627
13:15:16|10|wir|H7892
13:15:16|11|nblim|H5035
13:15:16|12|vcnrvt|H3658
13:15:16|13|vmzltim|H4700
13:15:16|14|mwmiaim|H8085
13:15:16|15|lhrim|H7311
13:15:16|16|bqvl|H6963
13:15:16|17|lwmkh|H8057
13:15:16|18|f|HUNK
13:15:17|1|viamidv|H5975
13:15:17|2|hlvim|H3881
13:15:17|3|et|H853
13:15:17|4|himn|H1968
13:15:17|5|bn|H1121
13:15:17|6|ivel|H3100
13:15:17|7|vmn|H4480
13:15:17|8|ekiv|H251
13:15:17|9|esf|H623
13:15:17|10|bn|H1121
13:15:17|11|brcihv|H1296
13:15:17|12|s|H1296
13:15:17|13|vmn|H4480
13:15:17|14|bni|H1121
13:15:17|15|mrri|H4847
13:15:17|16|ekihm|H251
13:15:17|17|eitn|H387
13:15:17|18|bn|H1121
13:15:17|19|qvwihv|H6984
13:15:18|1|vamhm|H5973
13:15:18|2|ekihm|H251
13:15:18|3|hmwnim|H4932
13:15:18|4|xcrihv|H2148
13:15:18|5|bn|H1122
13:15:18|6|viaxiel|H3268
13:15:18|7|vwmirmvt|H8070
13:15:18|8|vikiel|H3171
13:15:18|9|vani|H6042
13:15:18|10|elieb|H446
13:15:18|11|vbnihv|H1141
13:15:18|12|vmawihv|H4641
13:15:18|13|vmttihv|H4993
13:15:18|14|veliflhv|H466
13:15:18|15|vmqnihv|H4737
13:15:18|16|vabd|H5654
13:15:18|17|edm|H5654
13:15:18|18|viaiel|H3273
13:15:18|19|hwarim|H7778
13:15:19|1|vhmwrrim|H7891
13:15:19|2|himn|H1968
13:15:19|3|esf|H623
13:15:19|4|veitn|H387
13:15:19|5|bmzltim|H4700
13:15:19|6|nkwt|H5178
13:15:19|7|lhwmia|H8085
13:15:20|1|vxcrih|H2148
13:15:20|2|vaxiel|H5815
13:15:20|3|vwmirmvt|H8070
13:15:20|4|vikiel|H3171
13:15:20|5|vani|H6042
13:15:20|6|velieb|H446
13:15:20|7|vmawihv|H4641
13:15:20|8|vbnihv|H1141
13:15:20|9|bnblim|H5035
13:15:20|10|al|H5921
13:15:20|11|almvt|H5961
13:15:21|1|vmttihv|H4993
13:15:21|2|veliflhv|H466
13:15:21|3|vmqnihv|H4737
13:15:21|4|vabd|H5654
13:15:21|5|edm|H5654
13:15:21|6|viaiel|H3273
13:15:21|7|vaxxihv|H5812
13:15:21|8|bcnrvt|H3658
13:15:21|9|al|H5921
13:15:21|10|hwminit|H8067
13:15:21|11|lnzk|H5329
13:15:22|1|vcnnihv|H3663
13:15:22|2|wr|H8269
13:15:22|3|hlvim|H3881
13:15:22|4|bmwe|H4853
13:15:22|5|isr|H3256
13:15:22|6|bmwe|H4853
13:15:22|7|ci|H3588
13:15:22|8|mbin|H995
13:15:22|9|hve|H1931
13:15:23|1|vbrcih|H1296
13:15:23|2|velqnh|H511
13:15:23|3|warim|H7778
13:15:23|4|lervn|H727
13:15:24|1|vwbnihv|H7645
13:15:24|2|vivwfp|H3146
13:15:24|3|vntnel|H5417
13:15:24|4|vamwi|H6022
13:15:24|5|vxcrihv|H2148
13:15:24|6|vbnihv|H1141
13:15:24|7|veliaxr|H461
13:15:24|8|hchnim|H3548
13:15:24|9|mkzzrim|HUNK
13:15:24|10|_|HUNK
13:15:24|11|mkzrim|H2690
13:15:24|12|_|HUNK
13:15:24|13|bkzzrvt|H2689
13:15:24|14|lfni|H6440
13:15:24|15|ervn|H727
13:15:24|16|helhim|H430
13:15:24|17|vabd|H5654
13:15:24|18|edm|H5654
13:15:24|19|vikih|H3174
13:15:24|20|warim|H7778
13:15:24|21|lervn|H727
13:15:25|1|vihi|H1961
13:15:25|2|dvid|H1732
13:15:25|3|vxqni|H2205
13:15:25|4|iwrel|H3478
13:15:25|5|vwri|H8269
13:15:25|6|helfim|H505
13:15:25|7|hhlcim|H1980
13:15:25|8|lhalvt|H5927
13:15:25|9|et|H853
13:15:25|10|ervn|H727
13:15:25|11|brit|H1285
13:15:25|12|ihvh|H3068
13:15:25|13|mn|H4480
13:15:25|14|bit|H1004
13:15:25|15|abd|H5654
13:15:25|16|edm|H5654
13:15:25|17|bwmkh|H8057
13:15:25|18|s|HUNK
13:15:26|1|vihi|H1961
13:15:26|2|baxr|H5826
13:15:26|3|helhim|H430
13:15:26|4|et|H853
13:15:26|5|hlvim|H3881
13:15:26|6|nwei|H5375
13:15:26|7|ervn|H727
13:15:26|8|brit|H1285
13:15:26|9|ihvh|H3068
13:15:26|10|vixbkv|H2076
13:15:26|11|wbah|H7651
13:15:26|12|frim|H6499
13:15:26|13|vwbah|H7651
13:15:26|14|eilim|H352
13:15:27|1|vdvid|H1732
13:15:27|2|mcrbl|H3736
13:15:27|3|bmail|H4598
13:15:27|4|bvz|H948
13:15:27|5|vcl|H3605
13:15:27|6|hlvim|H3881
13:15:27|7|hnweim|H5375
13:15:27|8|et|H853
13:15:27|9|hervn|H727
13:15:27|10|vhmwrrim|H7891
13:15:27|11|vcnnih|H3663
13:15:27|12|hwr|H8269
13:15:27|13|hmwe|H4853
13:15:27|14|hmwrrim|H7891
13:15:27|15|val|H5921
13:15:27|16|dvid|H1732
13:15:27|17|efvd|H646
13:15:27|18|bd|H906
13:15:28|1|vcl|H3605
13:15:28|2|iwrel|H3478
13:15:28|3|malim|H5927
13:15:28|4|et|H853
13:15:28|5|ervn|H727
13:15:28|6|brit|H1285
13:15:28|7|ihvh|H3068
13:15:28|8|btrvah|H8643
13:15:28|9|vbqvl|H6963
13:15:28|10|wvfr|H7782
13:15:28|11|vbkzzrvt|H2689
13:15:28|12|vbmzltim|H4700
13:15:28|13|mwmaim|H8085
13:15:28|14|bnblim|H5035
13:15:28|15|vcnrvt|H3658
13:15:29|1|vihi|H1961
13:15:29|2|ervn|H727
13:15:29|3|brit|H1285
13:15:29|4|ihvh|H3068
13:15:29|5|be|H935
13:15:29|6|ad|H5704
13:15:29|7|air|H5892
13:15:29|8|dvid|H1732
13:15:29|9|vmicl|H4324
13:15:29|10|bt|H1323
13:15:29|11|wevl|H7586
13:15:29|12|nwqfh|H8259
13:15:29|13|bad|H1157
13:15:29|14|hklvn|H2474
13:15:29|15|vtre|H7200
13:15:29|16|et|H853
13:15:29|17|hmlc|H4428
13:15:29|18|dvid|H1732
13:15:29|19|mrqd|H7540
13:15:29|20|vmwkq|H7832
13:15:29|21|vtbx|H959
13:15:29|22|lv|Hl
13:15:29|23|blbh|H3820
13:15:29|24|f|HUNK
13:16:1|1|vibiev|H935
13:16:1|2|et|H853
13:16:1|3|ervn|H727
13:16:1|4|helhim|H430
13:16:1|5|vizigv|H3322
13:16:1|6|etv|H853
13:16:1|7|btvc|H8432
13:16:1|8|hehl|H168
13:16:1|9|ewr|H834
13:16:1|10|nph|H5186
13:16:1|11|lv|Hl
13:16:1|12|dvid|H1732
13:16:1|13|viqribv|H7126
13:16:1|14|alvt|H5930
13:16:1|15|vwlmim|H8002
13:16:1|16|lfni|H6440
13:16:1|17|helhim|H430
13:16:2|1|vicl|H3615
13:16:2|2|dvid|H1732
13:16:2|3|mhalvt|H5927
13:16:2|4|halh|H5930
13:16:2|5|vhwlmim|H8002
13:16:2|6|vibrc|H1288
13:16:2|7|et|H853
13:16:2|8|ham|H5971
13:16:2|9|bwm|H8034
13:16:2|10|ihvh|H3068
13:16:3|1|viklq|H2505
13:16:3|2|lcl|H3605
13:16:3|3|eiw|H376
13:16:3|4|iwrel|H3478
13:16:3|5|meiw|H376
13:16:3|6|vad|H5704
13:16:3|7|ewh|H802
13:16:3|8|leiw|H376
13:16:3|9|ccr|H3603
13:16:3|10|lkm|H3899
13:16:3|11|vewfr|H829
13:16:3|12|vewiwh|H809
13:16:4|1|vitn|H5414
13:16:4|2|lfni|H6440
13:16:4|3|ervn|H727
13:16:4|4|ihvh|H3068
13:16:4|5|mn|H4480
13:16:4|6|hlvim|H3881
13:16:4|7|mwrtim|H8334
13:16:4|8|vlhxcir|H2142
13:16:4|9|vlhvdvt|H3034
13:16:4|10|vlhll|H1984
13:16:4|11|lihvh|H3068
13:16:4|12|elhi|H430
13:16:4|13|iwrel|H3478
13:16:4|14|f|HUNK
13:16:5|1|esf|H623
13:16:5|2|hrew|H7218
13:16:5|3|vmwnhv|H4932
13:16:5|4|xcrih|H2148
13:16:5|5|iaiel|H3273
13:16:5|6|vwmirmvt|H8070
13:16:5|7|vikiel|H3171
13:16:5|8|vmttih|H4993
13:16:5|9|velieb|H446
13:16:5|10|vbnihv|H1141
13:16:5|11|vabd|H5654
13:16:5|12|edm|H5654
13:16:5|13|viaiel|H3273
13:16:5|14|bcli|H3627
13:16:5|15|nblim|H5035
13:16:5|16|vbcnrvt|H3658
13:16:5|17|vesf|H623
13:16:5|18|bmzltim|H4700
13:16:5|19|mwmia|H8085
13:16:6|1|vbnihv|H1141
13:16:6|2|vikxiel|H3166
13:16:6|3|hchnim|H3548
13:16:6|4|bkzzrvt|H2689
13:16:6|5|tmid|H8548
13:16:6|6|lfni|H6440
13:16:6|7|ervn|H727
13:16:6|8|brit|H1285
13:16:6|9|helhim|H430
13:16:7|1|bivm|H3117
13:16:7|2|hhve|H1931
13:16:7|3|ex|H227
13:16:7|4|ntn|H5414
13:16:7|5|dvid|H1732
13:16:7|6|brew|H7218
13:16:7|7|lhdvt|H3034
13:16:7|8|lihvh|H3068
13:16:7|9|bid|H3027
13:16:7|10|esf|H623
13:16:7|11|vekiv|H251
13:16:7|12|f|HUNK
13:16:8|1|hvdv|H3034
13:16:8|2|lihvh|H3068
13:16:8|3|qrev|H7121
13:16:8|4|bwmv|H8034
13:16:8|5|hvdiav|H3045
13:16:8|6|bamim|H5971
13:16:8|7|aliltiv|H5949
13:16:9|1|wirv|H7891
13:16:9|2|lv|Hl
13:16:9|3|xmrv|H2167
13:16:9|4|lv|Hl
13:16:9|5|wikv|H7878
13:16:9|6|bcl|H3605
13:16:9|7|nfletiv|H6381
13:16:10|1|hthllv|H1984
13:16:10|2|bwm|H8034
13:16:10|3|qdwv|H6944
13:16:10|4|iwmk|H8055
13:16:10|5|lb|H3820
13:16:10|6|mbqwi|H1245
13:16:10|7|ihvh|H3068
13:16:11|1|drwv|H1875
13:16:11|2|ihvh|H3068
13:16:11|3|vaxv|H5797
13:16:11|4|bqwv|H1245
13:16:11|5|fniv|H6440
13:16:11|6|tmid|H8548
13:16:12|1|xcrv|H2142
13:16:12|2|nfletiv|H6381
13:16:12|3|ewr|H834
13:16:12|4|awh|H6213
13:16:12|5|mftiv|H4159
13:16:12|6|vmwfpi|H4941
13:16:12|7|fihv|H6310
13:16:13|1|xra|H2233
13:16:13|2|iwrel|H3478
13:16:13|3|abdv|H5650
13:16:13|4|bni|H1121
13:16:13|5|iaqb|H3290
13:16:13|6|bkiriv|H972
13:16:14|1|hve|H1931
13:16:14|2|ihvh|H3068
13:16:14|3|elhinv|H430
13:16:14|4|bcl|H3605
13:16:14|5|herz|H776
13:16:14|6|mwfpiv|H4941
13:16:15|1|xcrv|H2142
13:16:15|2|lavlm|H5769
13:16:15|3|britv|H1285
13:16:15|4|dbr|H1697
13:16:15|5|zvh|H6680
13:16:15|6|lelf|H505
13:16:15|7|dvr|H1755
13:16:16|1|ewr|H834
13:16:16|2|crt|H3772
13:16:16|3|et|H854
13:16:16|4|ebrhm|H85
13:16:16|5|vwbvatv|H7621
13:16:16|6|lizkq|H3327
13:16:17|1|viamidh|H5975
13:16:17|2|liaqb|H3290
13:16:17|3|lkq|H2706
13:16:17|4|liwrel|H3478
13:16:17|5|brit|H1285
13:16:17|6|avlm|H5769
13:16:18|1|lemr|H559
13:16:18|2|lc|Hl
13:16:18|3|etn|H5414
13:16:18|4|erz|H776
13:16:18|5|cnan|H3667
13:16:18|6|kbl|H2256
13:16:18|7|nkltcm|H5159
13:16:19|1|bhivtcm|H1961
13:16:19|2|mti|H4962
13:16:19|3|msfr|H4557
13:16:19|4|cmap|H4592
13:16:19|5|vgrim|H1481
13:16:19|6|bh|Hb
13:16:20|1|vithlcv|H1980
13:16:20|2|mgvi|H1471
13:16:20|3|el|H413
13:16:20|4|gvi|H1471
13:16:20|5|vmmmlch|H4467
13:16:20|6|el|H413
13:16:20|7|am|H5971
13:16:20|8|ekr|H312
13:16:21|1|le|H3808
13:16:21|2|hnik|H3240
13:16:21|3|leiw|H376
13:16:21|4|lawqm|H6231
13:16:21|5|vivck|H3198
13:16:21|6|alihm|H5921
13:16:21|7|mlcim|H4428
13:16:22|1|el|H408
13:16:22|2|tgav|H5060
13:16:22|3|bmwiki|H4899
13:16:22|4|vbnbiei|H5030
13:16:22|5|el|H408
13:16:22|6|trav|H7489
13:16:22|7|f|HUNK
13:16:23|1|wirv|H7891
13:16:23|2|lihvh|H3068
13:16:23|3|cl|H3605
13:16:23|4|herz|H776
13:16:23|5|bwrv|H1319
13:16:23|6|mivm|H3117
13:16:23|7|el|H413
13:16:23|8|ivm|H3117
13:16:23|9|iwvatv|H3444
13:16:24|1|sfrv|H5608
13:16:24|2|bgvim|H1471
13:16:24|3|et|H853
13:16:24|4|cbvdv|H3519
13:16:24|5|bcl|H3605
13:16:24|6|hamim|H5971
13:16:24|7|nfletiv|H6381
13:16:25|1|ci|H3588
13:16:25|2|gdvl|H1419
13:16:25|3|ihvh|H3068
13:16:25|4|vmhll|H1984
13:16:25|5|med|H3966
13:16:25|6|vnvre|H3372
13:16:25|7|hve|H1931
13:16:25|8|al|H5921
13:16:25|9|cl|H3605
13:16:25|10|elhim|H430
13:16:26|1|ci|H3588
13:16:26|2|cl|H3605
13:16:26|3|elhi|H430
13:16:26|4|hamim|H5971
13:16:26|5|elilim|H457
13:16:26|6|vihvh|H3068
13:16:26|7|wmim|H8064
13:16:26|8|awh|H6213
13:16:27|1|hvd|H1935
13:16:27|2|vhdr|H1926
13:16:27|3|lfniv|H6440
13:16:27|4|ax|H5797
13:16:27|5|vkdvh|H2304
13:16:27|6|bmqmv|H4725
13:16:28|1|hbv|H3051
13:16:28|2|lihvh|H3068
13:16:28|3|mwfkvt|H4940
13:16:28|4|amim|H5971
13:16:28|5|hbv|H3051
13:16:28|6|lihvh|H3068
13:16:28|7|cbvd|H3519
13:16:28|8|vax|H5797
13:16:29|1|hbv|H3051
13:16:29|2|lihvh|H3068
13:16:29|3|cbvd|H3519
13:16:29|4|wmv|H8034
13:16:29|5|wev|H5375
13:16:29|6|mnkh|H4503
13:16:29|7|vbev|H935
13:16:29|8|lfniv|H6440
13:16:29|9|hwtkvv|H7812
13:16:29|10|lihvh|H3068
13:16:29|11|bhdrt|H1927
13:16:29|12|qdw|H6944
13:16:30|1|kilv|H2342
13:16:30|2|mlfniv|H6440
13:16:30|3|cl|H3605
13:16:30|4|herz|H776
13:16:30|5|ef|H637
13:16:30|6|tcvn|H3559
13:16:30|7|tbl|H8398
13:16:30|8|bl|H1077
13:16:30|9|tmvp|H4131
13:16:31|1|iwmkv|H8056
13:16:31|2|hwmim|H8064
13:16:31|3|vtgl|H1523
13:16:31|4|herz|H776
13:16:31|5|viemrv|H559
13:16:31|6|bgvim|H1471
13:16:31|7|ihvh|H3068
13:16:31|8|mlc|H4427
13:16:32|1|iram|H7481
13:16:32|2|him|H3220
13:16:32|3|vmlvev|H4393
13:16:32|4|ialz|H5970
13:16:32|5|hwdh|H7704
13:16:32|6|vcl|H3605
13:16:32|7|ewr|H834
13:16:32|8|bv|Hb
13:16:33|1|ex|H227
13:16:33|2|irnnv|H7442
13:16:33|3|azi|H6086
13:16:33|4|hiar|H3293
13:16:33|5|mlfni|H6440
13:16:33|6|ihvh|H3068
13:16:33|7|ci|H3588
13:16:33|8|be|H935
13:16:33|9|lwfvp|H8199
13:16:33|10|et|H853
13:16:33|11|herz|H776
13:16:34|1|hvdv|H3034
13:16:34|2|lihvh|H3068
13:16:34|3|ci|H3588
13:16:34|4|pvb|H2896
13:16:34|5|ci|H3588
13:16:34|6|lavlm|H5769
13:16:34|7|ksdv|H2617
13:16:35|1|vemrv|H559
13:16:35|2|hvwianv|H3467
13:16:35|3|elhi|H430
13:16:35|4|iwanv|H3468
13:16:35|5|vqbznv|H6908
13:16:35|6|vhzilnv|H5337
13:16:35|7|mn|H4480
13:16:35|8|hgvim|H1471
13:16:35|9|lhdvt|H3034
13:16:35|10|lwm|H8034
13:16:35|11|qdwc|H6944
13:16:35|12|lhwtbk|H7623
13:16:35|13|bthltc|H8416
13:16:36|1|brvc|H1288
13:16:36|2|ihvh|H3068
13:16:36|3|elhi|H430
13:16:36|4|iwrel|H3478
13:16:36|5|mn|H4480
13:16:36|6|havlm|H5769
13:16:36|7|vad|H5704
13:16:36|8|halm|H5769
13:16:36|9|viemrv|H559
13:16:36|10|cl|H3605
13:16:36|11|ham|H5971
13:16:36|12|emn|H543
13:16:36|13|vhll|H1984
13:16:36|14|lihvh|H3068
13:16:36|15|f|HUNK
13:16:37|1|viaxb|H5800
13:16:37|2|wm|H8033
13:16:37|3|lfni|H6440
13:16:37|4|ervn|H727
13:16:37|5|brit|H1285
13:16:37|6|ihvh|H3068
13:16:37|7|lesf|H623
13:16:37|8|vlekiv|H251
13:16:37|9|lwrt|H8334
13:16:37|10|lfni|H6440
13:16:37|11|hervn|H727
13:16:37|12|tmid|H8548
13:16:37|13|ldbr|H1697
13:16:37|14|ivm|H3117
13:16:37|15|bivmv|H3117
13:16:38|1|vabd|H5654
13:16:38|2|edm|H5654
13:16:38|3|vekihm|H251
13:16:38|4|wwim|H8346
13:16:38|5|vwmvnh|H8083
13:16:38|6|vabd|H5654
13:16:38|7|edm|H5654
13:16:38|8|bn|H1121
13:16:38|9|iditvn|H3038
13:16:38|10|vksh|H2621
13:16:38|11|lwarim|H7778
13:16:39|1|vet|H853
13:16:39|2|zdvq|H6659
13:16:39|3|hchn|H3548
13:16:39|4|vekiv|H251
13:16:39|5|hchnim|H3548
13:16:39|6|lfni|H6440
13:16:39|7|mwcn|H4908
13:16:39|8|ihvh|H3068
13:16:39|9|bbmh|H1116
13:16:39|10|ewr|H834
13:16:39|11|bgbavn|H1391
13:16:40|1|lhalvt|H5927
13:16:40|2|alvt|H5930
13:16:40|3|lihvh|H3068
